Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,MaintenanceFee,Price,Room,Town,Heating_num
7,116,2,1,12,3.0,0,3,0,0,185000,4,7,7
4,170,2,1,3,3.0,1,3,0,50,350000,5,3,5
0,175,2,2,13,7.0,1,3,0,0,560000,5,5,7
3,138,2,1,6,2.0,1,3,0,50,285000,4,6,5
2,230,2,2,3,3.0,1,3,0,0,290000,7,3,5
20,125,2,2,2,2.0,0,3,0,30,260000,4,9,5
20,302,2,1,3,3.0,0,3,0,0,680000,6,8,5
10,315,2,1,30,5.0,1,3,0,700,3900000,6,9,7
2,145,2,2,4,1.0,0,3,0,80,435000,4,9,5
4,145,2,1,3,0.5,1,3,0,35,225000,4,3,5
0,140,2,1,10,6.0,1,3,0,50,469000,4,4,5
14,115,2,1,5,1.0,1,3,0,100,235000,4,7,5
25,125,2,1,4,4.0,0,3,0,260,275000,4,9,6
25,100,2,1,3,1.0,1,3,0,20,135000,3,9,5
22,120,2,1,3,0.25,0,3,0,30,189000,4,9,5
0,150,2,1,5,4.0,1,3,0,0,760000,4,9,5
0,140,2,1,3,1.0,1,3,0,0,180000,4,3,5
40,85,2,1,4,3.0,1,3,0,20,198000,3,6,5
19,140,2,1,3,2.0,1,3,0,50,435000,4,9,6
35,90,2,1,4,2.0,1,3,0,25,260000,3,9,5
20,100,2,2,2,1.0,1,3,0,35,260000,3,9,5
8,90,2,1,3,0.5,1,3,0,20,145000,3,3,5
8,210,2,1,3,3.0,1,3,0,30,412000,6,7,5
23,170,2,1,4,3.0,1,3,0,350,520000,5,9,6
20,115,2,1,2,1.0,1,3,0,25,145000,4,3,5
13,190,2,1,13,6.0,1,3,0,0,370000,4,5,6
2,130,2,1,3,3.0,1,3,0,50,310000,4,3,5
0,170,2,2,14,3.0,1,3,0,0,500000,4,5,7
7,200,2,1,4,2.0,0,3,0,0,650000,5,9,5
10,110,2,1,3,0.0,1,3,0,25,120000,4,6,5
10,135,1,1,9,8.0,1,3,0,100,425000,4,3,3
0,130,2,2,4,2.0,1,3,0,0,340000,4,6,5
0,140,2,2,3,3.0,1,3,0,0,335000,4,3,5
8,240,2,2,7,7.0,0,3,0,120,790000,6,8,5
0,165,2,2,11,1.0,1,3,0,0,820000,5,9,7
30,140,2,1,2,1.0,1,3,0,30,295000,4,9,5
14,135,2,1,3,1.0,1,3,0,20,178000,4,3,5
20,120,2,1,2,1.0,1,3,0,25,225000,4,6,5
0,90,2,2,3,1.0,1,3,0,0,109000,2,5,5
0,120,0,2,7,1.0,1,3,0,0,249000,4,2,7
0,145,2,2,4,3.0,0,3,0,50,420000,4,4,5
25,125,2,1,2,1.0,1,3,0,0,299000,4,6,5
10,145,2,1,4,1.0,1,3,0,0,550000,4,9,5
20,130,2,1,5,2.0,1,3,0,30,232000,4,6,5
0,185,2,2,8,2.0,1,3,0,0,450000,5,5,5
20,140,2,1,3,3.0,1,3,0,60,440000,6,9,5
35,100,2,1,4,4.0,1,3,0,20,239000,4,3,5
7,350,2,1,3,3.0,0,3,0,75,670000,9,9,5
4,160,2,1,3,3.0,1,3,0,0,355000,4,7,5
9,250,2,2,4,3.0,1,3,0,0,580000,6,4,5
23,120,2,1,5,0.5,1,3,0,100,480000,4,9,5
10,210,2,1,30,20.0,0,3,0,950,1980000,5,9,7
16,110,2,1,5,5.0,0,3,0,60,200000,4,7,5
14,220,2,2,3,3.0,1,3,0,50,365000,6,3,5
10,300,2,1,3,3.0,1,3,0,0,319000,7,5,5
16,148,2,1,4,4.0,0,3,0,120,420000,4,6,5
25,130,2,1,2,1.0,0,3,0,30,275000,4,6,5
10,125,2,1,4,3.0,1,3,0,0,249000,4,5,5
5,190,2,1,3,3.0,1,3,0,25,315000,5,3,5
15,145,2,1,10,0.5,0,3,0,100,297000,4,7,5
35,85,2,1,4,0.5,1,3,0,260,370000,3,9,6
6,150,2,1,30,21.0,1,3,0,0,1550000,4,9,7
0,202,2,2,14,1.0,1,3,0,0,620000,5,5,7
30,116,2,1,5,1.0,1,3,0,15,175000,4,6,5
8,135,2,1,3,3.0,1,3,0,0,255000,4,6,5
10,120,2,1,4,3.0,1,3,0,0,249000,4,5,5
28,140,2,2,3,3.0,1,3,0,50,469000,5,9,5
14,160,2,1,5,4.0,1,3,0,0,485000,5,9,5
11,125,0,1,10,10.0,1,3,0,75,310000,4,7,5
12,115,2,2,3,1.0,1,3,0,0,247000,4,5,5
0,240,2,1,15,1.0,0,3,0,0,650000,5,6,7
0,155,2,2,4,2.0,0,3,0,0,340000,4,4,5
13,85,2,1,3,1.0,0,3,0,0,149000,3,7,5
20,130,2,1,5,0.0,1,3,0,50,400000,4,9,5
20,140,2,1,2,1.0,1,3,0,30,295000,4,6,5
11,150,2,1,4,1.0,1,3,0,0,415000,4,9,5
20,60,2,1,4,0.0,1,3,0,25,95000,2,6,5
20,110,2,1,3,2.0,1,3,0,30,155000,3,3,5
8,125,2,1,3,0.5,1,3,0,40,265000,4,9,5
19,130,2,1,4,2.0,1,3,0,75,455000,4,9,5
25,100,2,2,3,0.0,1,3,0,30,269000,3,9,5
5,160,2,1,11,4.0,1,3,0,0,375000,4,5,7
21,110,2,1,3,1.0,1,3,0,50,227000,3,9,5
5,120,2,1,3,0.5,1,3,0,0,165000,3,3,5
12,260,2,1,3,3.0,0,3,0,0,330000,7,7,5
0,145,2,2,3,1.0,1,3,0,50,530000,4,9,5
0,210,2,2,11,7.0,1,2,0,0,880000,5,9,7
2,95,2,1,9,7.0,1,3,0,150,365000,3,7,7
5,120,2,2,3,2.0,0,3,0,35,235000,4,8,5
5,130,2,1,3,0.5,1,3,0,35,175000,4,3,5
11,115,2,1,3,0.0,1,3,0,20,200000,4,3,5
8,95,2,1,3,1.0,1,3,0,20,140000,4,3,5
12,288,2,1,5,0.0,1,3,0,300,1150000,7,9,5
25,120,2,1,3,1.0,1,3,0,30,168000,4,9,5
11,130,2,1,3,2.0,1,3,0,50,365000,4,9,5
13,200,2,1,3,3.0,1,3,0,0,425000,6,6,5
16,240,2,1,2,2.0,1,3,0,30,460000,7,6,5
0,220,2,2,20,17.0,1,3,0,150,650000,5,6,7
8,115,2,1,3,2.0,0,3,0,25,108500,4,7,5
10,135,2,1,4,0.5,0,3,0,50,328000,4,9,5
2,165,2,1,15,2.0,1,3,0,0,285000,5,5,5
11,115,2,1,3,3.0,1,3,0,0,265000,4,4,5
12,125,2,1,4,4.0,1,3,0,100,320000,3,9,5
25,130,2,1,5,4.0,1,3,0,0,310000,4,8,5
25,130,2,1,3,2.0,1,3,0,30,309000,4,9,5
3,130,2,2,11,1.0,1,3,0,80,300000,4,8,5
6,150,2,1,30,21.0,1,3,0,0,1560000,4,9,7
12,240,2,1,3,3.0,0,3,0,50,620000,6,9,5
25,60,2,1,4,2.0,1,3,0,150,190000,2,7,7
10,120,2,1,6,2.0,1,3,0,0,259000,4,5,5
27,100,2,1,4,3.0,0,3,0,30,280000,4,6,5
16,110,2,1,3,3.0,1,3,1,25,190000,4,7,5
0,205,2,2,17,1.0,1,3,0,0,650000,5,4,7
0,135,2,2,5,3.0,1,3,0,50,294000,4,3,5
0,115,2,2,3,0.5,1,3,0,0,190000,4,3,5
7,117,2,2,12,4.0,1,3,0,130,165000,4,7,7
30,120,2,1,3,3.0,0,3,0,100,460000,4,9,5
0,190,2,2,10,1.0,1,3,0,0,460000,5,5,7
16,220,2,1,3,3.0,1,3,0,50,675000,6,9,5
7,159,2,1,14,2.0,1,3,0,380,250000,3,10,7
22,100,2,1,4,1.0,1,3,0,20,135000,4,2,5
20,160,2,1,8,8.0,1,3,0,200,455000,5,7,6
14,175,2,1,3,1.0,1,3,0,100,490000,4,9,5
13,250,2,1,4,4.0,1,3,0,50,465000,6,9,5
14,195,2,1,3,1.0,1,3,0,60,425000,5,9,5
17,174,2,1,4,0.5,0,3,0,0,550000,4,9,5
38,110,2,1,3,2.0,1,3,0,35,225000,4,3,5
11,145,2,1,3,1.0,1,3,0,50,435000,4,9,5
1,185,2,1,12,6.0,1,3,0,0,530000,5,5,7
25,105,2,2,2,0.5,1,3,0,30,269000,3,9,5
10,125,2,1,3,3.0,1,3,0,0,229000,4,5,5
8,135,2,1,4,1.0,1,3,0,40,230000,4,3,5
8,125,2,1,4,0.5,0,3,0,30,240000,4,7,5
8,300,2,1,12,12.0,1,3,0,40,690000,6,3,5
0,192,2,2,15,11.0,0,3,0,0,725000,5,4,7
20,110,2,1,3,0.5,1,3,0,30,275000,4,9,5
0,150,2,2,6,0.5,1,3,0,0,189000,5,6,5
10,125,2,1,3,3.0,1,3,0,0,269000,4,5,5
19,125,2,2,8,3.0,1,3,0,400,525000,4,9,6
0,149,2,2,8,3.0,1,3,0,100,489900,4,4,5
10,125,2,1,3,3.0,1,3,0,0,245000,4,5,5
4,180,2,1,4,1.0,1,3,0,0,400000,5,6,5
4,220,2,1,7,7.0,1,3,0,0,649000,5,7,5
16,100,2,1,4,1.0,1,3,0,30,250000,4,9,5
7,118,2,1,11,1.0,1,3,0,130,78000,4,7,7
15,130,2,1,3,1.0,1,3,0,40,289000,4,6,5
40,110,2,1,4,2.0,1,3,0,0,265000,3,9,6
13,160,2,1,13,9.0,1,3,0,150,775000,4,9,5
20,125,2,1,5,0.5,1,3,0,75,228000,2,7,5
8,120,2,1,3,0.5,1,3,0,50,155000,4,3,5
2,135,2,1,20,3.0,1,3,0,150,485000,3,9,7
5,125,2,1,3,1.0,1,3,0,50,339000,4,3,5
1,160,2,2,16,12.0,0,3,0,75,420000,4,3,5
0,200,2,2,15,2.0,0,3,0,0,700000,5,6,7
10,225,2,1,3,3.0,0,3,0,0,350000,5,6,5
30,125,2,1,3,1.0,0,3,0,25,365000,4,6,5
0,87,2,0,4,1.0,1,3,0,100,450000,3,9,5
11,115,2,1,4,1.0,1,3,0,25,305000,4,8,5
2,145,2,2,13,9.0,1,3,0,100,420000,4,3,5
12,125,2,1,4,0.25,1,3,0,50,200000,4,9,5
14,115,2,1,3,2.0,1,3,0,30,228000,4,3,5
0,190,2,2,10,3.0,0,3,0,250,739000,5,7,6
16,135,2,1,3,2.0,1,3,0,40,329000,4,6,5
0,95,2,2,3,1.0,1,3,0,0,140000,3,5,5
17,100,2,1,3,0.5,1,3,0,30,175000,4,6,5
10,145,2,1,3,2.0,1,3,0,0,315000,5,5,5
23,125,2,1,5,3.0,1,3,0,100,464000,4,8,5
2,206,2,1,15,8.0,0,3,0,641,1190000,5,7,7
8,120,2,1,4,0.5,1,3,0,35,169000,3,3,5
16,120,2,1,4,4.0,1,3,0,40,150000,4,3,5
15,250,2,1,3,3.0,1,3,0,50,315000,5,3,5
9,280,2,1,3,3.0,1,3,0,0,465000,6,6,5
20,135,2,1,4,2.0,0,3,0,0,480000,4,9,5
0,225,2,2,19,6.0,1,3,0,400,700000,5,9,7
20,300,2,1,2,2.0,1,3,0,225,675000,7,9,5
20,260,2,1,6,2.0,0,3,0,445,500000,6,9,6
9,115,2,1,4,3.0,1,3,0,0,165000,4,3,5
10,230,2,1,3,3.0,1,3,0,30,399000,5,7,5
30,80,1,1,3,1.0,0,3,0,150,150000,4,3,6
25,125,2,1,3,1.0,1,3,0,30,299000,4,9,5
10,105,2,1,3,0.5,1,3,0,0,120000,3,6,5
0,158,2,2,22,19.0,0,3,0,0,759000,5,7,7
15,100,2,2,5,5.0,1,3,0,30,104000,3,2,5
22,115,2,1,3,1.0,0,3,0,50,249000,4,9,5
14,135,2,1,3,1.0,1,3,0,30,375000,4,3,5
7,192,2,2,14,14.0,0,3,0,170,260000,5,7,7
22,125,2,1,3,3.0,1,3,0,30,280000,4,3,5
7,194,2,1,14,5.0,1,3,0,170,262000,4,7,7
0,160,2,2,4,2.0,1,3,0,0,780000,5,6,5
0,170,2,2,4,1.0,1,3,0,0,550000,4,7,5
0,160,2,2,10,10.0,0,3,0,100,450000,5,3,5
30,125,2,1,7,3.0,1,3,0,450,550000,4,9,6
19,125,2,1,3,3.0,1,3,0,30,330000,4,9,5
13,110,2,1,3,1.0,1,3,0,20,140000,3,3,5
8,200,2,1,3,3.0,0,3,0,0,400000,6,3,5
13,148,2,1,4,0.0,1,3,0,70,245000,5,9,5
0,120,2,2,31,21.0,1,3,1,0,660000,3,9,7
30,95,2,1,4,0.0,0,3,0,30,255000,4,9,5
4,88,2,1,13,3.0,0,3,0,220,395000,2,9,7
30,80,2,1,4,1.0,1,3,0,0,138000,3,3,5
0,125,2,2,3,2.0,1,3,0,0,290000,4,5,5
0,180,2,2,9,5.0,0,3,0,0,799000,5,7,5
4,90,2,1,8,2.0,0,3,0,205,256000,3,7,7
0,76,0,2,49,9.0,1,3,0,260,435000,2,9,7
10,120,2,1,4,1.0,0,3,0,0,230000,4,7,5
4,170,2,1,12,1.0,1,3,0,0,370000,5,5,7
22,130,2,2,3,3.0,1,3,0,40,375000,4,9,5
25,120,2,1,4,2.0,1,3,0,0,220000,4,6,5
0,100,2,2,3,0.0,1,3,0,0,230000,3,5,5
10,115,2,1,3,1.0,0,3,0,0,225000,4,7,5
10,135,2,1,3,1.0,1,3,0,0,285000,4,5,5
0,180,2,2,4,4.0,0,3,0,100,750000,5,9,5
6,135,2,1,3,1.0,1,3,0,0,420000,4,9,5
3,120,2,1,3,0.5,1,3,0,0,247000,4,5,5
0,200,2,2,14,4.0,1,3,0,0,485000,6,5,7
10,130,2,1,4,1.0,1,3,0,150,265000,4,9,5
2,195,2,2,11,8.0,1,3,0,600,1100000,5,9,6
20,120,2,1,2,1.0,1,3,0,0,335000,4,6,5
2,223,2,1,13,4.0,1,3,0,295,783000,5,7,6
5,228,2,1,3,3.0,1,3,0,50,375000,6,3,5
22,120,2,1,3,3.0,1,3,0,40,329000,4,9,5
28,125,2,1,3,0.0,1,3,0,0,225000,4,6,5
15,150,2,1,8,3.0,1,3,0,0,300000,4,5,5
17,120,2,1,3,3.0,1,3,0,0,169000,4,5,5
1,230,2,1,3,3.0,1,3,0,0,420000,6,6,5
0,180,2,0,10,0.0,0,3,0,0,730000,5,7,7
23,125,2,1,3,3.0,1,3,0,300,275000,4,9,6
24,132,2,1,14,11.0,1,3,0,300,400000,4,7,6
0,185,2,2,12,9.0,1,3,0,0,520000,5,5,5
0,250,0,0,27,8.0,0,3,0,0,895000,6,9,7
4,130,2,1,24,21.0,1,3,0,150,525000,3,9,5
25,125,2,1,2,1.0,0,3,0,0,330000,4,6,5
36,135,2,1,5,5.0,0,3,0,40,350000,4,9,5
0,123,2,2,48,0.25,1,3,0,400,720000,3,9,7
12,160,2,1,9,5.0,1,3,0,0,479500,4,8,5
0,125,2,2,5,4.0,1,3,0,0,250000,4,4,5
0,185,2,2,13,12.0,1,3,0,0,500000,5,5,5
10,240,2,1,3,3.0,1,3,0,35,263000,5,3,5
10,95,2,1,12,7.0,1,3,0,100,85000,3,7,7
5,140,2,1,3,1.0,1,3,0,0,250000,4,3,5
20,115,2,1,3,1.0,0,3,0,25,120000,4,6,5
2,135,2,1,2,1.0,0,3,0,50,418000,4,9,5
7,150,2,1,15,4.0,0,3,0,200,335000,4,3,5
25,96,2,1,14,7.0,0,3,0,180,337000,4,7,7
15,190,2,1,3,3.0,0,3,0,30,285000,5,7,5
10,125,2,1,9,2.0,1,0,0,85,128000,4,1,6
4,130,2,1,3,1.0,1,3,0,25,180000,4,3,5
1,145,2,2,14,14.0,1,3,0,100,359000,5,3,5
15,110,2,1,4,2.0,1,3,0,0,179000,4,5,5
22,110,2,1,7,3.0,1,3,0,50,257000,4,8,5
7,118,2,1,12,4.0,1,3,0,120,175000,4,7,7
2,200,2,1,14,0.5,0,3,0,0,500000,5,6,6
13,120,2,1,3,1.0,1,3,0,20,149900,4,3,5
20,120,2,1,2,1.0,1,3,0,0,195000,4,6,5
51,82,2,1,3,2.0,1,3,0,35,295000,3,9,5
9,125,2,1,3,2.0,1,3,0,0,239000,4,5,5
0,170,2,2,10,2.0,1,3,0,0,265000,4,1,7
19,105,2,1,3,0.25,1,3,0,0,149000,3,6,5
2,147,2,2,6,1.0,1,3,0,30,174000,4,7,6
0,196,2,2,7,7.0,0,3,1,80,695000,4,9,5
0,250,2,2,17,1.0,0,3,0,0,695000,5,6,7
10,115,2,1,3,3.0,1,3,0,0,239000,4,5,5
5,135,2,1,3,3.0,1,3,0,50,235000,4,3,5
25,110,2,1,3,3.0,0,3,0,50,290000,4,4,5
0,140,2,2,9,8.0,1,3,0,0,335000,4,6,7
10,120,2,1,3,3.0,1,3,0,0,250000,4,5,5
20,100,2,1,4,2.0,1,3,0,0,645000,4,9,5
0,135,2,2,3,3.0,1,3,0,30,305000,4,6,5
9,170,2,1,13,12.0,1,3,0,0,349000,5,6,5
5,125,2,1,3,1.0,1,3,0,0,279000,4,5,5
9,235,2,1,2,2.0,1,3,0,30,450000,5,9,5
15,95,2,1,3,0.0,1,3,0,0,107500,3,3,5
10,125,2,1,3,1.0,1,3,0,50,355000,4,6,5
12,120,2,1,3,3.0,1,3,0,35,230000,4,3,5
22,115,2,1,10,5.0,1,3,0,250,210000,3,9,6
14,100,2,2,4,3.0,1,3,0,30,202000,4,3,5
10,110,2,1,3,2.0,1,3,0,0,159000,4,3,5
0,155,2,1,4,3.0,0,3,0,50,378000,5,6,5
25,90,1,1,4,0.25,1,3,0,30,275000,3,9,5
10,125,2,1,3,2.0,1,3,0,0,269000,4,5,5
1,150,2,2,10,3.0,1,3,0,0,358000,4,3,5
4,125,2,2,3,3.0,1,3,0,0,219000,4,5,5
13,145,2,1,4,1.0,1,3,0,50,335000,4,9,5
12,130,2,1,3,1.0,1,3,0,0,295000,4,6,5
15,120,2,1,3,1.0,1,3,0,0,270000,4,6,5
10,105,2,1,3,0.5,1,3,0,20,145000,4,3,5
4,135,2,1,3,1.0,1,3,0,0,295000,4,3,5
15,280,2,1,3,3.0,0,3,0,100,525000,6,9,5
7,116,2,1,13,13.0,0,3,0,134,160000,4,7,7
25,100,2,2,3,1.0,0,3,0,40,255000,3,9,5
0,102,2,2,4,1.0,1,3,0,100,620000,3,9,5
1,105,2,2,6,2.0,1,3,0,0,170000,3,4,5
15,125,2,1,4,3.0,1,3,0,20,210000,4,7,5
1,200,2,2,18,5.0,1,3,0,100,419000,5,8,7
17,120,2,1,3,0.0,1,3,0,0,145000,4,3,5
10,120,2,1,3,3.0,1,3,0,0,207000,4,5,5
20,130,2,1,3,3.0,0,3,0,20,175000,4,2,5
10,235,2,1,3,3.0,1,3,0,0,274900,5,3,5
8,110,2,1,3,1.0,1,3,0,0,139000,3,5,5
5,125,2,1,3,2.0,0,3,0,0,265000,4,6,5
12,100,2,1,5,2.0,1,3,0,0,125000,3,3,5
0,115,2,2,13,0.0,0,3,0,0,195000,4,2,7
10,110,2,1,3,0.0,1,3,0,0,150000,3,6,5
9,120,2,1,3,2.0,1,3,0,0,230000,4,5,5
12,135,2,1,3,3.0,1,3,0,30,185000,4,3,5
16,90,2,1,3,2.0,1,3,0,0,120000,4,3,5
1,205,2,2,23,6.0,0,3,0,0,730000,5,6,5
0,250,2,2,2,2.0,0,3,0,50,610000,5,9,5
2,170,2,2,3,3.0,1,3,0,40,360000,5,3,5
7,135,2,2,7,6.0,1,3,0,30,220000,4,1,5
5,120,2,1,4,1.0,1,3,0,30,136500,4,3,5
9,260,2,1,3,3.0,0,3,0,30,475000,7,6,4
7,115,2,1,3,2.0,1,3,0,30,255000,4,3,5
26,235,2,1,4,4.0,1,3,0,50,490000,6,9,5
0,130,2,2,3,3.0,1,3,0,0,340000,4,5,0
0,143,2,2,6,2.0,1,3,0,0,345000,4,2,7
10,125,2,1,3,1.0,1,3,0,0,130000,4,7,5
0,250,2,1,4,4.0,1,3,0,0,780000,6,9,5
10,125,2,1,3,2.0,0,3,0,30,235000,4,7,5
1,211,2,1,14,7.0,1,3,0,0,850000,5,9,6
18,105,2,1,3,1.0,1,3,0,0,138000,3,6,5
26,130,2,1,3,3.0,0,3,0,50,360000,4,9,5
10,130,2,1,9,1.0,0,3,0,85,360000,4,8,5
20,320,2,1,3,3.0,0,3,0,50,500000,7,9,5
25,115,2,1,4,4.0,1,3,0,30,229000,4,9,5
10,115,2,1,3,1.0,1,3,0,0,140000,3,5,5
9,105,2,1,3,0.0,1,3,0,0,148000,3,5,5
10,320,2,1,4,4.0,1,3,0,50,390000,7,3,5
8,115,2,1,4,3.0,1,3,0,25,139250,4,3,5
22,130,2,2,3,3.0,1,3,0,40,479000,4,9,5
9,130,2,1,3,0.5,1,3,0,50,235000,4,9,5
15,160,2,1,4,2.0,1,3,0,50,372000,5,9,5
3,240,2,1,6,6.0,1,3,0,50,450000,6,4,5
11,130,2,1,10,1.0,1,3,0,0,349000,4,8,5
12,300,2,1,4,4.0,1,3,0,100,670000,7,9,5
0,200,2,2,5,3.0,1,3,0,60,720000,5,9,7
0,125,2,2,4,4.0,1,3,0,45,335000,4,3,5
20,125,2,1,3,1.0,1,3,0,20,209000,4,2,5
4,85,2,1,4,2.0,1,3,0,50,143000,3,7,5
1,190,2,2,16,6.0,0,3,0,50,370000,5,5,7
4,95,2,2,13,11.0,1,3,0,0,120000,3,1,5
11,110,2,1,3,3.0,1,3,0,40,225000,4,3,5
0,133,2,2,6,2.0,1,3,0,0,240000,4,4,5
0,335,2,2,9,9.0,1,3,0,55,630000,5,3,5
15,137,2,1,3,3.0,1,3,0,0,175000,4,6,5
25,120,2,1,4,4.0,1,3,0,30,185000,4,2,5
7,120,2,1,3,1.0,1,3,0,30,230000,4,3,5
35,80,2,1,4,4.0,1,3,0,25,108500,3,4,5
10,185,2,1,4,2.0,0,3,0,30,689000,5,9,5
2,120,2,2,3,1.0,1,3,0,40,225000,4,3,5
10,130,2,1,3,1.0,1,3,0,30,210000,4,3,5
5,250,2,1,3,3.0,1,3,0,0,440000,5,3,5
8,90,2,1,4,1.0,0,3,0,30,122000,3,7,5
15,95,2,1,3,2.0,1,3,0,30,107000,3,6,5
23,220,2,1,2,2.0,0,3,0,25,285000,5,6,5
18,140,2,2,2,1.0,1,3,0,30,399000,4,9,5
5,195,2,1,3,1.0,1,3,0,120,590000,5,9,5
7,128,2,1,1,1.0,1,3,1,50,299000,4,3,5
20,120,2,1,3,2.0,1,3,0,30,279000,4,9,5
17,240,2,1,3,3.0,0,3,0,30,245000,5,6,5
5,150,2,1,5,4.0,1,3,0,20,265000,4,3,5
20,120,2,1,3,1.0,1,3,0,0,295000,4,6,5
0,110,2,2,3,0.25,1,3,0,35,160000,4,3,5
15,120,2,1,3,1.0,1,3,0,35,339000,4,9,5
5,94,2,2,12,6.0,0,3,0,130,85000,3,7,7
30,150,2,1,5,0.5,1,3,0,250,440000,4,9,6
1,160,2,2,11,4.0,1,3,0,100,620000,5,8,7
10,106,2,1,3,0.0,0,3,0,20,130000,3,3,5
20,90,2,1,2,2.0,0,3,0,25,185000,3,6,5
21,140,2,1,5,2.0,0,3,0,50,295000,4,9,5
0,105,2,2,3,0.5,0,3,0,0,190000,4,3,5
10,125,2,1,3,3.0,1,3,0,0,265000,4,5,5
10,175,2,1,9,5.0,1,3,0,0,750000,5,9,5
20,70,2,1,3,0.0,1,3,0,20,195000,3,9,5
13,190,2,1,13,6.0,1,3,0,225,370000,4,5,6
0,165,2,2,4,4.0,1,3,0,0,389000,5,6,5
8,130,2,2,4,1.0,1,3,0,50,425000,4,9,5
23,90,2,1,3,0.25,1,3,0,30,143000,3,6,5
0,115,2,2,3,0.0,0,3,0,40,179000,3,6,5
0,190,2,2,8,5.0,1,3,0,70,450000,5,6,5
5,135,2,1,3,0.0,1,3,0,0,250000,4,8,5
16,140,2,1,2,2.0,1,3,0,15,229000,4,6,5
35,145,2,1,4,1.0,1,3,0,310,490000,4,9,6
11,110,2,1,3,2.0,1,3,0,35,160000,4,3,5
0,200,2,2,17,2.0,0,3,0,1,800000,5,9,6
15,300,2,1,4,4.0,1,3,0,50,750000,6,9,5
12,130,2,1,3,3.0,1,3,0,0,243000,4,5,5
2,170,2,1,4,4.0,1,3,0,0,350000,5,6,5
10,160,2,1,4,4.0,1,3,0,50,459000,4,9,5
12,200,2,1,2,2.0,0,3,0,20,625000,5,8,5
10,100,2,1,3,0.0,1,3,0,20,150000,4,3,5
8,115,2,1,3,1.0,0,3,0,25,195000,4,7,5
20,145,2,2,3,1.0,1,3,0,50,399000,4,9,5
35,150,2,1,3,3.0,1,3,0,0,287000,4,9,5
25,150,2,1,3,2.0,1,3,0,0,360000,4,6,5
7,125,2,1,3,0.5,1,3,0,50,270000,4,9,5
0,200,2,2,3,3.0,1,3,0,50,650000,5,9,5
7,115,2,1,3,2.0,1,3,0,50,335000,4,9,5
22,140,2,1,4,1.0,1,3,0,300,310000,4,6,6
0,140,2,2,5,0.0,0,3,0,0,195000,4,4,5
4,330,2,2,9,9.0,0,3,0,300,825000,8,7,5
12,100,2,1,5,0.5,1,3,0,25,155000,4,7,5
20,105,2,1,3,2.0,1,3,0,20,130000,4,6,5
0,195,2,2,27,14.0,1,3,0,0,750000,5,6,5
0,160,2,1,4,1.0,1,3,0,0,378000,5,4,5
15,120,2,1,3,1.0,1,3,0,0,239000,4,5,5
21,175,2,1,4,3.0,0,3,0,30,285000,7,3,5
0,180,2,2,14,5.0,1,3,0,350,560000,5,9,5
26,120,2,1,5,5.0,1,3,0,100,193000,4,2,5
3,130,2,2,5,1.0,0,3,0,0,275000,5,4,5
12,250,2,1,3,3.0,1,3,0,0,380000,6,6,5
0,110,2,2,4,0.5,1,3,0,100,289000,3,9,5
0,200,2,2,16,4.0,1,3,0,350,515000,5,9,7
6,220,2,1,3,3.0,0,3,0,50,265000,6,2,5
28,145,2,1,4,2.0,1,3,0,280,365000,4,9,6
10,115,2,1,3,2.0,1,3,0,0,219000,4,5,5
7,85,2,1,13,11.0,1,3,0,120,144000,3,7,7
0,143,2,2,7,1.0,1,3,0,0,276000,4,2,7
0,140,2,2,3,1.0,1,3,0,50,445000,5,9,7
1,100,2,1,12,2.0,1,3,0,0,225000,3,3,5
20,125,2,1,3,3.0,1,3,0,0,220000,4,3,5
16,110,2,1,3,0.0,1,3,0,200,195000,3,9,6
11,135,2,1,3,2.0,1,3,0,30,310000,4,6,5
25,110,2,1,3,1.0,1,3,1,30,123000,3,3,5
5,125,2,1,4,1.0,1,3,0,0,219000,4,5,5
0,165,2,2,4,1.0,0,3,0,0,395000,4,6,5
25,130,2,1,3,2.0,1,3,0,0,345000,4,6,5
10,300,2,1,3,3.0,1,3,0,20,420000,6,7,5
15,105,2,1,3,0.0,1,3,0,0,140000,4,5,5
27,110,2,1,3,1.0,1,3,1,30,141500,4,3,5
4,120,2,1,3,1.0,1,3,0,0,195000,4,3,5
8,127,2,1,6,4.0,1,3,0,550,1600000,3,9,7
5,105,2,1,15,2.0,1,3,0,30,150000,5,3,5
30,130,2,1,3,3.0,1,3,0,40,360000,4,6,5
0,70,2,2,3,0.0,1,3,0,50,230000,2,9,5
0,100,2,2,3,1.0,1,3,0,50,179000,3,3,5
18,125,2,1,2,2.0,1,3,0,30,230000,4,6,5
30,110,2,1,3,2.0,1,3,0,0,250000,4,4,5
24,125,2,1,5,5.0,1,3,0,100,285000,4,8,5
0,210,2,2,5,5.0,1,3,0,100,750000,4,9,5
20,125,2,1,4,1.0,1,3,0,50,235000,4,5,5
25,110,2,1,3,0.0,1,3,0,120,370000,4,7,5
25,120,2,1,2,1.0,1,3,0,30,300000,4,9,5
0,165,2,2,10,1.0,1,3,0,0,525000,5,3,5
3,135,2,1,4,1.0,1,3,0,0,300000,4,6,5
10,130,2,1,5,5.0,1,3,0,0,257000,4,5,5
30,110,2,1,2,1.0,1,3,0,30,260000,4,6,5
1,240,2,2,22,18.0,1,3,0,615,1750000,5,9,7
0,165,2,2,4,3.0,0,3,0,0,430000,5,6,5
