Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,MaintenanceFee,Price,Room,Town,Heating_num
0,180,2,2,3,3.0,1,3,0,0,440000,5,6,5
0,165,2,2,8,5.0,1,3,0,0,750000,4,7,5
20,126,2,1,8,5.0,0,3,0,350,366000,4,7,6
0,235,2,2,4,4.0,0,3,0,0,500000,5,1,5
40,100,2,1,5,2.0,1,3,0,0,125000,3,6,5
5,110,2,2,3,2.0,0,3,0,20,155000,3,3,5
25,130,2,2,3,1.0,0,3,0,250,375000,4,9,6
0,123,0,2,8,6.0,1,3,0,120,189000,4,2,7
0,167,2,2,4,3.0,0,3,0,0,890000,4,9,5
25,130,2,1,6,6.0,1,3,0,30,165000,4,8,5
2,80,2,2,4,0.5,1,3,0,70,285000,2,9,5
25,90,2,1,4,0.25,1,3,0,25,270000,3,9,5
8,125,2,1,3,1.0,1,3,0,0,285000,4,5,5
27,130,2,1,3,3.0,1,3,0,20,375000,4,9,5
7,85,2,1,11,0.5,0,3,0,95,118000,3,7,7
10,140,2,1,6,2.0,1,3,0,0,375000,4,9,5
2,150,2,1,27,18.0,1,3,0,195,610000,4,9,7
10,150,2,1,4,4.0,1,3,0,30,700000,4,9,5
10,110,2,1,5,0.5,1,3,0,30,160000,4,3,5
6,260,2,2,3,3.0,0,3,0,70,525000,6,9,5
29,125,2,1,3,2.0,0,3,0,250,475000,4,9,6
21,127,2,1,7,0.5,0,3,0,25,215000,4,8,5
15,110,2,1,5,0.0,1,3,0,40,220000,4,9,5
4,120,2,1,3,0.25,1,3,0,20,192000,4,10,5
2,140,2,1,24,7.0,1,3,0,435,550000,3,9,7
10,90,2,1,4,0.5,0,3,0,30,180000,3,6,5
18,130,2,1,3,3.0,0,0,0,0,130000,4,1,8
14,220,2,1,5,4.0,1,3,0,100,650000,5,9,5
0,145,2,2,11,5.0,1,3,0,100,295000,4,3,5
0,310,2,2,3,2.0,1,3,0,0,580000,6,6,5
2,475,2,2,17,17.0,1,3,0,500,1295000,6,10,7
0,260,2,2,4,4.0,0,3,0,0,1235000,5,9,5
20,130,2,2,3,2.0,1,3,0,50,418000,4,9,5
28,110,2,1,11,6.0,1,3,0,400,510000,4,9,6
0,100,0,2,7,1.0,0,3,0,0,157000,3,2,6
0,245,2,2,3,3.0,1,3,0,100,690000,7,9,5
0,120,2,2,3,0.0,1,3,0,50,257500,4,9,5
7,390,2,1,7,7.0,0,3,0,350,1225000,7,9,5
36,150,2,1,3,1.0,1,3,0,20,215000,4,4,5
0,107,2,2,6,2.0,1,3,0,0,790000,3,9,7
25,170,2,1,4,2.0,1,3,0,470,600000,5,9,6
12,115,2,1,4,1.0,0,3,0,30,280000,4,3,5
0,180,2,2,5,3.0,1,3,0,0,600000,4,9,5
2,130,2,2,4,1.0,1,0,0,100,840000,4,9,5
15,115,2,2,5,2.0,1,3,0,0,125000,3,6,5
3,90,2,2,5,0.5,1,3,0,100,515000,4,9,5
0,170,2,2,4,4.0,0,3,0,100,750000,4,9,5
10,155,2,1,6,6.0,1,3,0,150,785000,4,6,5
4,165,2,1,4,1.0,1,3,0,0,289000,5,6,5
5,250,2,1,4,4.0,0,3,0,100,539000,6,7,5
1,170,2,2,9,0.5,1,3,0,370,745000,5,9,7
0,190,2,2,14,6.0,0,3,0,0,465000,5,2,7
40,140,2,1,3,3.0,1,3,0,0,260000,5,4,5
30,130,2,1,3,2.0,0,3,0,265,550000,4,9,6
0,198,0,0,21,11.0,1,3,0,0,725000,5,9,7
17,130,2,1,9,6.0,1,3,0,140,397000,4,9,5
15,300,2,1,3,3.0,0,3,0,0,295000,6,2,5
1,153,2,1,5,0.0,1,3,0,0,980000,3,9,6
30,130,2,1,5,4.0,1,3,0,0,475000,4,8,5
0,206,2,2,15,10.0,1,3,0,0,670000,5,5,6
12,130,2,1,10,1.0,1,3,0,170,418000,4,9,5
0,188,2,2,15,1.0,1,3,0,0,800000,5,7,7
1,160,2,2,4,4.0,0,3,0,30,370000,5,6,5
1,70,2,1,16,9.0,1,3,0,320,349000,2,8,7
2,200,2,1,23,2.0,1,3,0,0,749000,5,9,7
20,110,2,1,20,0.0,1,3,0,260,195000,4,6,6
28,130,2,1,3,3.0,1,3,0,25,340000,4,6,5
7,120,2,1,4,0.5,1,3,0,25,220000,4,3,5
5,130,2,1,3,1.0,1,3,0,50,270000,4,3,5
10,100,2,1,3,1.0,1,3,0,20,200000,4,3,5
6,111,2,1,4,0.5,1,3,0,30,230000,4,7,5
35,140,2,1,4,2.0,1,3,0,0,425000,4,9,6
0,135,2,2,3,0.5,1,3,0,50,245000,4,3,5
3,175,2,1,1,2.0,1,3,0,0,360000,5,7,5
8,110,2,1,3,2.0,1,3,0,30,89000,3,3,5
40,129,2,1,3,0.0,1,3,0,0,260000,3,8,5
0,90,2,1,3,1.0,1,3,0,70,680000,3,9,5
1,180,2,2,5,5.0,1,3,0,150,760000,4,9,7
11,350,2,1,4,4.0,0,3,0,100,850000,7,9,5
20,100,2,1,4,2.0,1,3,0,25,215000,4,6,5
1,145,2,2,4,4.0,1,3,0,30,309000,4,2,5
1,180,2,1,17,0.0,1,3,0,400,625000,5,8,7
11,130,2,1,3,1.0,1,3,0,30,239000,4,7,5
8,140,2,1,3,1.0,1,3,1,0,270000,4,3,5
28,120,2,1,5,1.0,1,3,0,25,255000,4,9,5
20,85,2,1,3,3.0,1,3,0,0,139000,3,9,5
8,178,2,1,12,8.0,1,3,0,200,469000,5,7,5
4,200,2,1,3,3.0,1,3,0,0,242000,5,3,5
0,160,2,2,4,0.5,1,3,0,30,385000,5,6,5
0,175,2,2,14,1.0,1,3,0,200,780000,5,7,7
1,145,2,1,6,0.5,0,3,0,0,228000,4,1,5
30,115,2,1,3,2.0,1,3,0,0,285000,4,6,5
16,54,2,1,6,3.0,1,3,0,100,165000,2,7,6
40,90,2,1,3,0.25,0,3,1,30,220000,3,8,5
0,200,2,2,13,1.0,0,3,0,125,410000,5,5,7
52,130,2,1,10,1.0,0,3,0,300,400000,4,9,6
1,190,2,1,13,5.0,1,3,0,0,839000,5,7,7
7,195,2,1,11,9.0,1,3,0,0,675000,5,8,7
22,300,2,1,3,3.0,0,3,0,120,725000,6,9,5
8,250,2,1,3,3.0,1,3,0,50,500000,6,9,5
8,305,2,1,5,5.0,1,3,0,100,615000,6,8,5
1,230,2,2,8,8.0,1,3,0,350,570000,5,9,5
1,95,2,1,11,2.0,1,3,0,100,52000,3,3,5
30,105,2,1,4,2.0,0,3,0,0,446000,4,9,5
0,120,2,2,7,4.0,0,3,0,40,130000,4,6,5
20,200,2,1,3,2.0,1,3,0,30,285000,5,6,5
17,120,2,1,3,1.0,1,3,0,30,335000,4,9,5
1,95,2,2,3,0.25,0,3,0,100,490000,3,9,5
0,65,2,2,4,1.0,1,3,0,150,360000,2,9,6
5,145,2,1,5,1.0,0,3,0,150,650000,4,9,5
20,100,2,1,4,0.0,1,3,0,25,260000,3,9,5
45,100,2,1,3,0.5,1,3,0,30,220000,3,9,5
15,105,2,1,10,9.0,1,3,0,350,445000,4,9,5
0,420,2,2,9,9.0,1,3,0,150,975000,8,8,7
1,130,2,2,4,3.0,1,3,0,0,315000,4,3,5
5,95,2,1,6,0.25,1,3,0,0,95000,3,3,5
5,210,2,1,3,3.0,1,3,0,50,575000,6,9,5
15,105,2,1,4,0.25,1,3,0,50,180000,4,4,5
42,70,2,1,5,0.0,1,3,0,25,140000,3,4,5
18,105,2,1,5,1.0,0,3,0,50,225000,3,4,5
6,130,2,1,3,1.0,0,3,0,50,160000,4,7,5
0,180,2,2,22,8.0,1,3,0,0,625000,5,8,7
0,260,2,1,4,1.0,1,3,0,0,1350000,5,9,6
0,100,2,2,5,2.0,1,3,0,0,360000,3,9,5
2,125,2,2,3,1.0,1,3,0,0,460000,4,9,5
30,90,2,1,5,5.0,1,3,0,225,265000,3,8,6
4,126,2,1,10,1.0,1,3,0,0,330000,4,3,6
1,90,2,2,4,0.0,1,3,0,0,160000,3,3,5
28,85,2,1,3,2.0,0,3,0,220,185000,3,9,6
18,153,2,1,3,0.5,1,3,0,30,398000,4,9,5
30,100,2,1,3,0.0,1,3,0,20,140000,4,3,5
0,230,2,2,25,3.0,0,3,0,750,1125000,6,9,7
20,100,2,1,4,4.0,0,3,0,40,270000,3,9,5
45,80,2,1,3,2.0,1,3,0,25,190000,3,9,5
25,115,2,1,2,0.5,1,3,0,0,195000,4,6,5
28,120,2,1,3,3.0,1,3,0,40,285000,4,9,5
3,100,2,1,4,0.5,1,3,0,50,180000,3,3,5
35,130,2,2,14,2.0,1,3,0,400,355000,4,9,6
4,100,2,1,9,9.0,1,3,0,125,430000,3,7,6
0,135,2,1,17,2.0,1,3,0,0,235000,4,3,5
30,130,2,1,2,2.0,1,3,0,30,340000,4,9,5
43,240,2,1,3,2.0,1,3,0,500,1350000,6,9,6
20,100,2,1,4,4.0,1,3,0,0,190000,4,3,5
19,130,2,1,4,1.0,0,3,0,40,280000,4,8,5
0,160,2,2,11,9.0,0,3,0,100,360000,4,3,5
0,85,2,2,3,1.0,1,3,0,50,300000,3,3,5
0,450,2,1,3,0.75,1,3,0,0,375000,8,2,5
30,100,2,1,3,0.0,1,3,0,0,120000,4,3,5
25,100,2,1,3,2.0,1,3,0,0,155000,3,6,5
27,100,2,1,2,0.5,0,3,0,30,165000,3,6,5
17,280,2,1,3,3.0,1,3,0,0,550000,7,9,5
3,191,2,1,40,21.0,1,3,0,328,1150000,5,8,7
10,135,2,2,9,0.5,1,3,0,30,89999,4,6,5
28,120,2,1,4,0.0,1,3,0,40,375000,4,9,5
3,165,2,1,16,9.0,1,3,0,0,480000,5,8,5
0,160,2,2,17,10.0,1,3,0,0,750000,5,6,7
25,110,2,1,4,4.0,1,3,0,0,245000,4,9,5
15,145,2,2,2,2.0,1,3,0,30,464000,4,9,5
45,150,2,1,4,1.0,1,3,0,350,365000,4,9,6
12,145,2,1,3,2.0,0,3,0,0,279000,4,5,5
40,75,2,1,5,0.0,1,3,0,25,145000,3,4,5
8,140,2,1,4,1.0,1,3,0,30,285000,4,8,5
23,125,2,1,3,3.0,1,3,0,30,389000,4,9,5
25,140,2,1,2,1.0,1,3,0,30,399000,4,9,5
15,115,2,1,2,2.0,1,3,0,20,315000,4,9,5
39,90,2,1,6,1.0,1,3,0,0,105000,3,8,5
3,177,2,1,15,14.0,1,3,0,685,1500000,5,9,7
18,105,2,1,3,0.5,1,3,0,25,210000,3,8,5
14,130,2,1,4,2.0,1,3,0,0,210000,4,3,5
7,100,2,1,3,3.0,1,3,0,0,180000,4,3,5
2,132,2,1,40,0.0,1,3,0,284,675000,3,8,7
0,160,2,2,4,3.0,1,3,0,0,985000,4,9,6
2,210,2,2,8,1.0,0,3,0,200,650000,5,6,7
15,155,2,1,4,1.0,1,3,0,50,425000,4,9,5
35,120,2,1,4,1.0,1,3,0,0,168000,4,8,5
12,135,2,1,3,0.5,1,3,0,25,250000,4,3,5
15,135,2,1,7,4.0,1,3,0,120,425000,4,8,5
20,125,2,2,3,1.0,1,3,0,50,315000,4,9,5
17,105,2,1,2,2.0,1,3,0,30,269000,3,9,5
50,80,2,1,8,6.0,1,3,0,100,260000,3,9,5
50,200,2,1,3,3.0,1,3,0,300,575000,3,9,6
9,120,2,1,4,4.0,1,3,0,25,245000,4,9,5
0,120,2,2,6,5.0,0,3,0,0,239000,4,2,7
15,100,2,1,3,0.5,0,3,0,30,137000,4,7,5
0,130,2,2,3,1.0,1,3,0,20,375000,4,3,5
7,115,2,1,3,2.0,1,3,0,0,315000,4,7,5
2,165,2,2,5,1.0,1,3,0,100,420000,4,9,5
4,90,2,1,3,0.5,1,3,0,0,250000,4,4,5
25,160,2,1,3,3.0,0,3,0,0,245000,3,4,5
3,170,2,1,2,2.0,1,3,0,0,375000,5,3,5
2,125,2,2,3,3.0,1,3,0,0,229000,4,4,5
40,115,2,1,6,6.0,1,3,0,40,320000,4,9,5
0,180,2,1,17,6.0,1,3,0,0,460000,5,5,5
1,190,2,2,15,1.0,1,3,0,100,500000,5,5,7
17,100,2,1,6,1.0,1,3,0,30,209000,3,9,5
25,125,2,1,3,1.0,1,3,0,50,365000,4,9,5
25,140,2,1,3,1.0,1,3,0,25,240000,4,9,5
12,260,2,1,4,4.0,0,3,0,75,635000,6,9,5
0,190,2,2,9,2.0,1,3,0,0,387000,5,5,5
21,110,2,1,5,1.0,1,3,0,0,430000,4,9,6
0,200,2,2,17,14.0,1,3,0,0,649000,5,5,5
35,85,2,1,4,0.5,1,3,0,50,305000,3,9,5
1,125,2,2,2,2.0,1,3,0,75,535000,3,9,7
0,120,2,2,7,5.0,1,3,0,0,275000,4,2,7
4,145,2,2,15,1.0,0,3,0,0,265000,4,6,7
18,160,2,1,9,0.0,0,3,0,380,715000,4,9,6
17,90,2,1,5,2.0,1,3,0,50,90000,3,6,5
0,120,2,2,6,5.0,1,3,0,0,270000,4,2,7
13,204,2,1,3,3.0,0,3,0,0,205000,7,4,5
5,250,2,1,3,3.0,1,3,0,0,365000,7,9,7
7,135,2,1,3,0.25,1,3,0,0,125000,5,4,5
25,125,2,1,4,0.5,1,3,0,30,290000,4,8,5
16,110,2,1,4,0.5,0,3,0,0,150000,4,2,5
4,185,2,2,4,4.0,1,3,0,50,400000,4,9,5
10,75,2,1,3,2.0,0,3,1,250,248000,2,9,6
50,80,2,1,3,3.0,1,3,0,0,270000,3,9,5
20,150,2,1,4,1.0,1,3,0,400,580000,4,9,6
4,225,2,1,11,5.0,0,3,0,250,1250000,5,7,7
40,75,0,1,4,0.0,1,3,0,150,205000,2,9,6
0,210,2,1,12,7.0,0,3,0,0,870000,5,7,7
0,175,2,2,7,4.0,0,3,0,0,300000,5,1,5
11,177,2,1,4,3.0,1,3,0,50,495000,4,9,5
0,225,2,2,14,6.0,0,3,0,0,245000,5,9,6
25,110,2,1,3,0.5,1,3,1,30,178000,4,9,5
1,190,2,2,12,1.0,0,3,0,0,765000,5,7,7
12,125,2,1,5,5.0,0,3,1,25,230000,4,3,5
3,195,2,1,10,5.0,1,3,0,450,880000,5,7,7
0,190,2,2,13,1.0,1,3,0,0,980000,5,9,7
19,100,2,1,3,3.0,1,3,0,0,247000,3,9,5
1,125,2,2,4,2.0,1,3,0,0,270000,5,3,5
1,255,2,1,19,0.75,1,3,0,0,800000,5,9,7
5,240,2,1,10,9.0,1,3,0,100,497000,7,8,5
0,101,2,0,4,2.0,1,3,0,0,650000,3,9,6
8,95,2,1,10,6.0,0,3,0,85,75000,3,7,6
8,270,2,1,3,3.0,0,3,0,40,314900,6,9,5
2,190,2,2,10,9.0,1,3,0,0,890000,5,7,7
25,120,2,1,2,2.0,1,3,0,40,289000,4,9,5
10,250,2,1,3,3.0,1,3,0,0,400000,6,7,5
38,105,2,1,3,1.0,1,3,0,25,500000,4,9,5
29,115,2,1,6,5.0,0,3,0,0,195000,4,8,5
3,100,2,1,3,0.0,0,3,0,40,105000,2,6,5
1,240,2,2,5,2.0,1,3,0,0,1249000,5,9,7
18,120,2,1,3,3.0,1,3,0,25,285000,4,9,5
10,95,2,1,3,0.5,0,3,0,0,148000,3,5,5
45,120,2,1,5,0.0,1,3,0,320,250000,3,9,6
4,180,2,1,13,10.0,0,3,0,0,739000,5,7,7
9,150,1,1,4,2.0,1,3,0,60,219000,4,9,5
45,125,2,1,4,0.0,1,3,0,50,260000,3,9,0
7,191,2,2,13,6.0,1,3,0,0,249000,5,7,7
3,160,0,1,4,4.0,1,3,0,50,320000,5,7,5
16,135,2,1,4,4.0,1,3,0,0,160000,4,8,5
7,116,2,1,13,3.0,0,3,0,0,176000,4,7,7
25,105,2,1,3,2.0,1,3,0,0,148000,3,6,5
12,125,2,1,3,2.0,1,3,0,45,237000,4,3,5
0,200,2,2,10,1.0,1,3,0,350,1050000,5,9,7
30,120,2,1,5,0.5,1,3,0,60,287000,4,8,5
10,150,2,1,4,1.0,1,3,0,60,420000,4,9,5
45,85,2,1,5,0.0,1,3,0,170,215000,3,9,6
7,120,2,1,3,3.0,1,3,0,0,205000,4,3,5
5,165,2,1,45,21.0,1,3,0,360,1150000,4,8,7
30,105,2,1,3,3.0,1,3,0,0,250000,3,4,5
0,185,2,2,4,4.0,1,3,0,0,995000,5,9,5
25,110,2,1,3,1.0,1,3,0,0,190000,4,6,5
25,125,2,1,2,2.0,1,3,0,50,259000,4,9,5
40,125,2,1,4,4.0,0,3,0,560,450000,3,9,6
5,145,2,1,7,5.0,1,3,0,250,550000,4,10,7
8,130,2,1,3,1.0,1,3,0,0,260000,4,6,5
0,160,2,1,5,2.0,1,3,0,0,570000,5,9,5
15,120,2,1,4,3.0,1,3,0,0,375000,4,4,5
20,115,2,1,2,2.0,1,3,0,0,360000,4,9,5
4,400,2,1,7,7.0,1,3,0,200,850000,8,9,5
11,350,2,1,15,1.0,1,3,0,950,1065000,6,6,6
18,160,2,1,4,4.0,0,3,0,20,590000,6,8,5
2,175,2,1,12,4.0,1,3,0,265,610000,4,8,7
0,200,2,2,11,0.25,0,3,0,0,749000,5,7,7
10,175,2,1,9,2.0,0,3,0,400,725000,5,9,5
1,240,2,2,38,8.0,1,3,0,0,1030000,5,10,7
7,145,2,1,9,8.0,1,3,0,80,355000,4,3,7
20,100,2,2,3,0.0,1,3,0,30,269000,3,9,5
5,150,2,2,16,14.0,1,3,0,100,350000,4,3,5
25,120,2,1,2,1.0,1,3,0,20,249000,4,6,5
3,180,2,1,10,10.0,0,3,0,250,490000,6,7,7
15,110,2,1,3,0.5,1,3,0,50,255000,4,9,5
12,155,2,1,4,3.0,0,3,0,60,550000,4,9,5
35,150,2,1,4,4.0,1,3,0,70,550000,4,9,5
14,125,2,1,4,1.0,1,3,0,75,345000,4,9,5
19,125,2,1,4,0.5,1,3,0,70,470000,4,9,5
11,630,2,1,30,21.0,0,3,0,650,4150000,7,9,7
15,100,2,1,3,3.0,1,3,0,50,210000,4,2,5
9,175,2,1,4,2.0,1,3,0,70,480000,5,9,5
1,190,2,2,13,6.0,1,3,0,0,1100000,5,9,7
17,135,2,1,3,0.5,1,3,0,0,300000,4,8,5
0,135,2,2,5,0.5,1,3,0,50,265000,4,2,5
20,105,2,1,5,0.5,0,3,0,0,99000,3,1,5
0,200,2,2,13,12.0,1,3,0,0,590000,5,5,5
5,130,2,1,3,3.0,1,3,0,30,225000,4,6,5
23,145,2,1,4,0.5,1,3,0,0,360000,4,8,5
0,230,2,2,26,7.0,1,2,0,0,1000000,5,9,7
8,270,2,1,3,3.0,0,3,0,25,380000,7,7,5
25,115,2,1,6,4.0,1,3,0,30,195000,4,8,5
8,160,2,1,3,3.0,0,3,0,50,399000,4,7,5
0,208,2,2,15,5.0,0,3,0,0,735000,5,7,7
0,188,2,2,8,4.0,1,3,0,0,419000,5,2,7
0,145,2,2,3,0.5,1,3,0,35,269000,5,6,5
3,135,2,1,3,1.0,1,3,0,0,245000,4,1,5
20,230,2,1,5,5.0,1,3,0,50,300000,6,7,5
0,135,2,2,3,2.0,1,3,0,35,250000,4,4,5
30,65,2,1,3,0.0,0,3,0,15,150000,2,4,5
22,120,2,1,3,1.0,1,3,0,30,219000,4,9,5
2,155,2,1,4,1.0,1,3,0,0,450000,4,9,5
20,110,2,1,3,1.0,0,3,0,20,155000,4,7,5
12,120,2,1,3,2.0,1,3,0,25,200000,4,3,5
4,65,2,1,3,0.0,1,3,0,70,325000,2,9,5
0,165,2,2,5,3.0,1,3,0,0,227000,4,1,5
18,214,2,1,4,4.0,1,3,0,25,675000,7,8,5
35,135,2,1,3,2.0,1,1,0,200,365000,4,9,6
3,150,2,1,6,1.0,1,3,0,0,235000,4,1,5
0,151,2,2,7,4.0,0,3,0,400,750000,3,9,7
19,100,2,1,3,1.0,1,3,0,0,175000,4,8,5
21,100,2,1,3,0.0,1,3,0,100,195000,4,9,5
0,120,2,2,7,2.0,1,3,0,0,259000,4,2,7
15,140,2,1,3,1.0,1,3,0,40,270000,4,9,5
0,115,2,2,4,0.5,0,3,0,100,675000,4,9,5
2,180,2,2,29,6.0,0,3,0,230,905000,5,7,7
40,120,2,1,3,3.0,1,3,0,360,510000,4,9,6
0,225,2,2,32,13.0,0,3,0,0,905000,5,9,7
30,103,2,1,8,5.0,0,3,0,0,550000,4,8,6
15,120,2,1,5,1.0,1,3,0,30,145000,4,6,5
12,110,2,1,2,1.0,1,3,0,40,195000,4,3,5
10,95,2,1,7,1.0,1,3,0,85,120000,3,3,7
20,120,2,1,5,2.0,1,3,0,0,129000,4,1,5
20,115,2,1,2,1.0,0,3,0,0,177000,3,6,5
10,85,2,1,4,2.0,1,3,0,0,125000,4,4,5
17,110,2,1,5,0.0,0,3,0,60,214000,4,7,5
7,130,2,1,6,3.0,0,3,0,50,298000,4,9,5
35,120,2,1,5,2.0,1,3,0,400,290000,4,9,6
40,135,2,1,4,1.0,1,3,0,350,525000,4,9,6
28,140,2,1,10,1.0,1,3,0,250,198000,4,8,6
0,140,2,2,4,2.0,1,3,0,0,252000,4,6,5
20,120,2,1,5,2.0,1,3,0,100,300000,4,8,5
40,140,2,1,3,1.0,1,3,0,0,475000,4,9,5
25,95,2,1,5,0.5,0,3,0,265,250000,3,8,6
13,95,2,1,4,1.0,1,3,0,0,210000,4,8,5
30,130,2,2,3,2.0,1,3,0,50,319000,4,6,5
25,110,2,1,4,0.25,1,3,0,25,97000,4,2,5
10,145,2,1,4,4.0,0,3,0,50,435000,4,9,5
12,145,2,1,3,2.0,1,3,0,25,265000,5,7,5
30,120,2,1,6,4.0,1,3,0,30,180000,4,8,5
30,85,2,1,3,0.25,0,3,0,25,250000,3,9,5
30,127,2,1,3,2.0,1,3,0,0,300000,4,6,5
2,160,2,1,10,0.5,0,3,0,50,310000,4,3,5
5,130,2,1,3,2.0,1,3,0,0,269000,4,6,5
0,204,2,2,19,11.0,1,3,0,180,695000,5,8,7
20,75,2,1,3,1.0,1,3,0,35,159000,2,9,5
3,160,2,1,12,5.0,1,3,0,0,545000,4,6,5
22,110,2,1,5,0.25,1,3,0,50,230000,4,9,5
25,95,2,1,3,0.25,1,3,0,0,95000,3,6,5
10,90,2,1,3,1.0,1,3,0,20,165000,3,7,5
24,135,2,1,3,3.0,1,3,0,0,290000,3,6,5
35,120,2,1,3,3.0,1,3,0,60,495000,4,9,5
9,200,2,1,5,0.5,0,3,0,150,445000,4,7,5
15,120,2,1,3,3.0,1,3,0,20,239000,4,7,5
0,120,2,2,4,2.0,0,3,0,100,620000,4,9,5
12,115,2,1,3,3.0,1,3,0,25,250000,4,7,5
0,260,2,2,3,3.0,1,3,0,25,580000,6,6,5
0,170,2,2,5,0.0,1,3,0,100,675000,5,9,5
10,185,2,1,13,0.5,1,3,0,320,635000,5,8,7
6,600,2,1,30,21.0,0,3,0,850,4150000,7,9,7
35,110,2,1,5,4.0,0,3,0,50,145000,4,2,5
29,95,2,1,6,4.0,1,3,0,30,138000,3,8,5
25,110,2,1,5,4.0,1,3,0,300,395000,4,9,6
28,145,2,2,3,1.0,1,3,0,50,395000,4,6,5
13,372,2,1,8,8.0,0,3,0,140,1330000,8,9,5
15,125,2,1,3,1.0,1,3,0,100,260000,4,7,5
0,140,2,2,7,1.0,0,3,0,50,380000,4,6,5
5,140,2,1,12,10.0,0,3,0,50,265000,4,3,5
11,155,2,1,5,1.0,1,3,0,80,475000,4,9,5
0,285,2,2,14,1.0,1,3,0,0,900000,5,6,7
4,135,2,1,3,3.0,1,3,0,25,215000,4,4,5
16,135,2,1,3,3.0,1,3,0,0,375000,4,9,5
0,160,2,2,7,5.0,0,3,0,0,515000,4,3,5
20,105,2,1,3,2.0,0,3,0,0,210000,3,6,5
46,115,2,1,4,1.0,0,3,0,250,290000,4,9,6
14,125,2,1,4,2.0,1,3,0,40,149000,4,6,5
40,85,2,1,4,0.5,1,3,0,40,160000,3,4,5
38,110,2,1,3,0.5,1,3,0,0,125000,4,6,5
0,289,2,2,20,12.0,1,3,0,0,870000,5,10,7
0,195,2,2,19,0.0,1,3,0,150,469000,5,8,7
0,165,2,2,3,3.0,1,3,0,0,299000,5,2,5
7,150,2,1,3,3.0,1,3,0,0,465000,5,9,5
15,220,2,1,4,0.0,1,3,0,50,380000,4,9,5
15,280,2,1,4,4.0,1,3,0,100,850000,6,9,5
0,170,2,2,27,21.0,1,3,0,300,749000,5,6,7
5,190,2,1,13,10.0,0,3,0,250,725000,5,7,7
2,235,2,2,1,2.0,1,3,0,0,1650000,5,9,6
1,130,2,2,4,1.0,1,3,0,100,628000,4,9,5
5,80,2,1,3,1.0,1,3,0,0,525000,2,9,5
0,235,2,2,16,7.0,0,3,0,0,660000,4,9,7
0,155,2,2,5,5.0,1,3,0,50,300000,4,6,5
40,100,2,1,4,3.0,1,3,0,20,215000,4,9,5
18,130,2,1,3,2.0,1,3,0,40,280000,4,9,5
2,230,2,1,13,4.0,1,3,0,0,1500000,6,9,7
40,125,2,1,4,0.0,1,3,0,0,376000,5,9,5
7,55,2,2,4,0.5,1,3,0,0,65000,2,3,7
1,125,2,2,3,1.0,1,3,0,50,325000,4,9,5
15,240,2,1,3,0.5,1,3,0,0,450000,5,9,5
15,90,2,1,3,1.0,1,3,0,0,175000,4,6,5
2,250,2,2,6,1.0,1,3,0,150,500000,5,7,5
11,130,2,1,5,2.0,1,3,0,0,267000,4,2,5
20,100,2,1,2,0.0,1,3,0,0,150000,4,6,5
8,200,2,1,3,3.0,1,3,0,30,310000,4,7,5
5,125,2,1,5,3.0,1,3,0,0,150000,5,3,5
35,140,2,1,3,3.0,1,3,0,300,675000,4,9,6
0,130,2,2,4,2.0,1,3,0,0,325000,4,3,5
30,120,2,1,3,3.0,1,3,0,30,258000,4,6,5
6,170,2,1,6,1.0,0,3,0,200,500000,5,7,5
0,120,2,1,7,3.0,1,3,0,0,245000,4,6,5
0,98,2,2,3,1.0,1,3,0,0,165000,3,3,5
1,120,2,2,7,1.0,1,3,0,40,275000,3,9,5
17,115,2,1,5,2.0,1,3,0,0,223000,4,7,5
3,265,2,1,4,4.0,1,3,0,111,350000,7,3,5
0,160,2,2,7,7.0,0,3,0,0,1100000,5,9,5
15,250,2,1,3,3.0,0,3,0,50,325000,6,7,5
30,110,2,1,5,2.0,1,3,0,25,235000,4,8,5
30,75,2,1,30,1.0,1,3,0,50,350000,3,9,5
5,160,2,1,4,4.0,1,3,0,100,410000,4,7,5
14,220,2,1,3,3.0,1,3,0,30,465000,5,6,5
14,115,2,1,3,1.0,1,3,0,0,155000,4,6,5
25,95,2,1,5,0.25,0,3,0,250,190000,3,8,6
0,168,2,2,16,9.0,1,3,0,0,375000,4,2,7
30,95,2,1,3,1.0,1,3,0,50,460000,3,9,5
25,100,2,1,3,3.0,1,3,0,20,175000,3,4,5
30,90,2,1,7,3.0,1,3,0,40,168000,3,9,5
0,126,2,2,49,1.0,1,3,0,0,655000,3,9,7
0,200,2,2,15,12.0,1,3,0,100,299000,5,8,7
13,115,2,2,5,4.0,1,3,0,160,235000,4,7,6
20,85,2,1,3,1.0,1,3,0,25,175000,4,6,5
25,125,2,1,3,0.0,1,3,0,50,298000,4,9,5
11,250,2,1,4,4.0,0,3,0,30,365000,6,7,5
5,220,2,1,3,3.0,0,3,0,100,830000,6,9,5
8,95,2,1,3,0.25,1,3,0,25,115000,3,7,5
0,165,2,2,5,0.25,1,3,0,0,510000,5,9,5
0,195,2,2,17,1.0,1,3,0,0,799000,5,7,7
15,135,2,1,3,1.0,1,3,0,0,240000,4,6,5
8,135,2,1,5,2.0,1,3,0,0,485000,4,9,5
10,125,2,1,4,1.0,1,3,0,0,125000,4,3,5
3,300,2,1,3,3.0,1,3,0,30,310000,6,4,5
0,165,2,2,10,1.0,0,3,0,0,849000,5,7,7
